out_항공,out_출발시간,out_도착시간,out_소요시간,in_항공,in_출발시간,in_도착시간,in_소요시간,카드사,가격
대한항공,13:00,22:30,"경유 1, 18시간 30분",필리핀항공,13:30,19:15,"경유 1, 20시간 45분",성인/모든 결제수단,"2,199,700"
"알래스카항공, 일본항공",08:50,13:30,"경유 2, 37시간 40분",아시아나항공,00:30,12:45,"경유 1, 27시간 15분",성인/모든 결제수단,"2,200,000"
"알래스카항공, 일본항공",08:50,13:30,"경유 2, 37시간 40분",에어캐나다,10:00,10:05,"경유 1, 15시간 05분",성인/모든 결제수단,"2,200,400"
유나이티드항공,19:42,05:00,"경유 1, 18시간 18분",유나이티드항공,11:15,21:29,"경유 1, 25시간 14분",성인/모든 결제수단,"2,200,700"
"알래스카항공, 일본항공",08:50,13:30,"경유 2, 37시간 40분",아시아나항공,13:05,12:45,"경유 1, 14시간 40분",성인/모든 결제수단,"2,201,300"
"델타항공, 대한항공",13:00,22:30,"경유 1, 18시간 30분",에바항공,19:40,19:30,"경유 1, 14시간 50분",성인/모든 결제수단,"2,202,100"
"델타항공, 대한항공",13:00,22:30,"경유 1, 18시간 30분",유나이티드항공,11:15,12:51,"경유 1, 16시간 36분",성인/모든 결제수단,"2,202,500"
"알래스카항공, 일본항공",21:35,22:00,"경유 2, 33시간 25분",아시아나항공,00:30,12:45,"경유 1, 27시간 15분",성인/모든 결제수단,"2,202,600"
"알래스카항공, 일본항공",21:35,22:00,"경유 2, 33시간 25분",에어캐나다,10:00,10:05,"경유 1, 15시간 05분",성인/모든 결제수단,"2,203,000"
"알래스카항공, 일본항공",21:35,22:00,"경유 2, 33시간 25분",아시아나항공,13:05,12:45,"경유 1, 14시간 40분",성인/모든 결제수단,"2,203,900"
유나이티드항공,11:42,05:00,"경유 1, 26시간 18분",유나이티드항공,11:15,00:51,"경유 1, 28시간 36분",성인/모든 결제수단,"2,208,300"
유나이티드항공,19:42,05:00,"경유 1, 18시간 18분",유나이티드항공,22:30,21:29,"경유 1, 37시간 59분",성인/모든 결제수단,"2,210,800"
유나이티드항공,19:42,05:00,"경유 1, 18시간 18분",유나이티드항공,18:55,13:15,"경유 1, 33시간 20분",성인/모든 결제수단,"2,215,800"
델타항공,13:00,22:30,"경유 1, 18시간 30분",에어캐나다,18:00,18:26,"경유 1, 15시간 26분",성인/모든 결제수단,"2,219,900"
대한항공,07:25,00:05,"경유 2, 25시간 40분",대한항공,00:45,10:40,"경유 1, 24시간 55분",성인/모든 결제수단,"2,220,100"
유나이티드항공,06:15,16:45,"경유 1, 19시간 30분",필리핀항공,13:30,19:15,"경유 1, 20시간 45분",성인/모든 결제수단,"2,221,500"
"델타항공, 대한항공",19:38,00:05,"경유 2, 37시간 27분","델타항공, 대한항공",12:20,13:50,"경유 1, 16시간 30분",성인/모든 결제수단,"2,223,800"
"델타항공, 일본항공",11:25,13:30,"경유 1, 35시간 05분",아시아나항공,00:30,12:45,"경유 1, 27시간 15분",성인/모든 결제수단,"2,224,000"
"델타항공, 일본항공",11:25,13:30,"경유 1, 35시간 05분",에어캐나다,10:00,10:05,"경유 1, 15시간 05분",성인/모든 결제수단,"2,224,400"
에바항공,01:50,08:50,"경유 1, 16시간 00분",에바항공,19:40,19:30,"경유 1, 14시간 50분",성인/현대 M2/M3 Edition2(이용실적 충족시),"2,224,700"
"델타항공, 아시아나항공",19:38,00:05,"경유 2, 37시간 27분","델타항공, 아시아나항공",13:05,13:50,"경유 1, 15시간 45분",성인/모든 결제수단,"2,225,100"
"델타항공, 일본항공",11:25,13:30,"경유 1, 35시간 05분",아시아나항공,13:05,12:45,"경유 1, 14시간 40분",성인/모든 결제수단,"2,225,300"
대한항공,07:25,00:05,"경유 2, 25시간 40분",대한항공,12:20,22:12,"경유 2, 24시간 52분",성인/모든 결제수단,"2,229,000"
델타항공,07:25,00:05,"경유 2, 25시간 40분",델타항공,00:45,09:50,"경유 2, 24시간 05분",성인/현대 M2/M3 Edition2(이용실적 충족시),"2,229,200"
"델타항공, 아시아나항공",13:00,22:30,"경유 1, 18시간 30분","델타항공, 아시아나항공",00:45,09:50,"경유 2, 24시간 05분",성인/현대 M2/M3 Edition2(이용실적 충족시),"2,230,500"
"델타항공, 대한항공",13:00,22:30,"경유 1, 18시간 30분",에어캐나다,18:00,18:26,"경유 1, 15시간 26분",성인/모든 결제수단,"2,231,800"
대한항공,13:00,22:30,"경유 1, 18시간 30분",대한항공,17:55,13:50,"경유 1, 34시간 55분",성인/모든 결제수단,"2,233,600"
"알래스카항공, 에바항공",07:00,19:55,"경유 2, 21시간 55분","알래스카항공, 에바항공",19:40,19:30,"경유 1, 14시간 50분",성인/모든 결제수단,"2,234,600"
"알래스카항공, 일본항공",08:50,13:30,"경유 2, 37시간 40분",에바항공,19:40,19:30,"경유 1, 14시간 50분",성인/모든 결제수단,"2,236,900"
"알래스카항공, 일본항공",08:50,13:30,"경유 2, 37시간 40분",유나이티드항공,22:30,00:51,"경유 1, 17시간 21분",성인/모든 결제수단,"2,237,300"
"델타항공, 일본항공",11:25,22:00,"경유 1, 19시간 35분",아시아나항공,00:30,12:45,"경유 1, 27시간 15분",성인/모든 결제수단,"2,238,300"
"델타항공, 일본항공",11:25,22:00,"경유 1, 19시간 35분",에어캐나다,10:00,10:05,"경유 1, 15시간 05분",성인/모든 결제수단,"2,238,700"
"알래스카항공, 일본항공",21:35,22:00,"경유 2, 33시간 25분",에바항공,19:40,19:30,"경유 1, 14시간 50분",성인/모든 결제수단,"2,239,500"
"델타항공, 일본항공",11:25,22:00,"경유 1, 19시간 35분",아시아나항공,13:05,12:45,"경유 1, 14시간 40분",성인/모든 결제수단,"2,239,600"
"알래스카항공, 일본항공",21:35,22:00,"경유 2, 33시간 25분",유나이티드항공,22:30,00:51,"경유 1, 17시간 21분",성인/모든 결제수단,"2,239,900"
"알래스카항공, 에바항공",19:59,08:50,"경유 2, 21시간 51분","알래스카항공, 에바항공",19:40,19:30,"경유 1, 14시간 50분",성인/모든 결제수단,"2,241,300"
대한항공,13:00,22:30,"경유 1, 18시간 30분",에어캐나다,10:00,10:05,"경유 1, 15시간 05분",성인/모든 결제수단,"2,241,700"
대한항공,13:00,22:30,"경유 1, 18시간 30분",아시아나항공,13:05,12:45,"경유 1, 14시간 40분",성인/모든 결제수단,"2,242,600"
